"DEG_WBID","DEG_geneName","cluster_index","GEP_name"
"WBGene00012436","flh-3",58,NA
"WBGene00011956","T23F11.4",58,NA
"WBGene00021730","Y49F6C.8",58,NA
"WBGene00008210","C49F5.6",58,NA
"WBGene00006619","try-1",58,NA
"WBGene00019606","clec-88",58,NA
"WBGene00019989","R09F10.8",58,NA
"WBGene00015899","C17E7.4",58,NA
"WBGene00021051","W05H9.4",58,NA
"WBGene00007290","C04B4.2",58,NA
"WBGene00004352","rgs-9",58,NA
"WBGene00017177","F02E8.4",58,NA
"WBGene00021713","Y49F6A.5",58,NA
"WBGene00012301","W06D11.3",58,NA
"WBGene00008823","F14H3.4",58,NA
"WBGene00012900","Y46G5A.8",58,NA
"WBGene00009301","F31F6.2",58,NA
"WBGene00022508","ZC53.1",58,NA
"WBGene00015905","C17E7.12",58,NA
"WBGene00006546","tbx-9",58,NA
"WBGene00005022","sqv-4",58,NA
"WBGene00010690","K08H2.3",58,NA
"WBGene00003026","lin-41",58,NA
"WBGene00003394","mom-1",58,NA
"WBGene00007128","memb-1",58,NA
"WBGene00018455","fbxc-42",58,NA
"WBGene00011010","R04D3.2",58,NA
"WBGene00011342","T01G5.7",58,NA
"WBGene00017843","F26G5.1",58,NA
"WBGene00017413","F13A2.4",58,NA
"WBGene00018808","F54D10.7",58,NA
"WBGene00017584","F19B10.2",58,NA
"WBGene00008822","F14H3.3",58,NA
"WBGene00016056","C24D10.5",58,NA
"WBGene00015180","B0416.4",58,NA
"WBGene00019576","lido-5",58,NA
"WBGene00011153","R09A8.2",58,NA
"WBGene00006555","tbx-36",58,NA
"WBGene00021596","spsb-2",58,NA
"WBGene00013659","Y105C5B.20",58,NA
"WBGene00008464","E02H4.6",58,NA
"WBGene00017015","D1014.2",58,NA
"WBGene00015912","fbxc-50",58,NA
"WBGene00012299","W06D11.1",58,NA
"WBGene00008844","F15A4.10",58,NA
"WBGene00004354","rgs-11",58,NA
"WBGene00018689","F52D2.7",58,NA
"WBGene00023405","sor-1",58,NA
"WBGene00017178","atg-16.1",58,NA
"WBGene00015037","B0212.3",58,NA
"WBGene00012492","fbxb-7",58,NA
"WBGene00009659","F43G6.7",58,NA
"WBGene00235163","Y108G3AL.10",58,NA
"WBGene00017402","F12E12.1",58,NA
"WBGene00009606","F40G12.11",58,NA
"WBGene00011012","R04D3.4",58,NA
"WBGene00011501","rmd-1",58,NA
"WBGene00015903","C17E7.9",58,NA
"WBGene00008824","F14H3.5",58,NA
"WBGene00014801","K08E5.1",58,NA
"WBGene00008825","F14H3.6",58,NA
"WBGene00012472","Y17G7B.21",82,NA
"WBGene00003172","mec-8",82,NA
"WBGene00012835","ani-3",82,NA
"WBGene00008081","athp-1",82,NA
"WBGene00000777","cpn-1",82,NA
"WBGene00019504","K07H8.2",82,NA
"WBGene00000976","dhs-13",82,NA
"WBGene00003728","nhr-138",82,NA
"WBGene00012389","Y6B3B.4",82,NA
"WBGene00012666","Y39B6A.3",82,NA
"WBGene00007703","gbf-1",82,NA
"WBGene00021808","Y53G8AM.8",82,NA
"WBGene00013189","Y54E2A.4",82,NA
"WBGene00011230","nud-2",82,NA
"WBGene00000276","byn-1",82,NA
"WBGene00004681","rsd-2",82,NA
"WBGene00020030","kel-20",82,NA
"WBGene00020031","suco-1",82,NA
"WBGene00019915","tbc-10",82,NA
"WBGene00007847","C31E10.6",82,NA
"WBGene00012405","ztf-25",82,NA
"WBGene00006552","tbx-33",82,NA
"WBGene00020953","W02G9.3",82,NA
"WBGene00004138","pqn-53",82,NA
"WBGene00015658","tsg-101",82,NA
"WBGene00009262","F30A10.3",82,NA
"WBGene00016704","hosl-1",82,NA
"WBGene00020869","T28A11.2",82,NA
"WBGene00002997","lin-8",82,NA
"WBGene00019816","nhr-204",82,NA
"WBGene00012136","T28F4.1",82,NA
"WBGene00010028","F54B11.5",82,NA
"WBGene00008859","F15D4.2",82,NA
"WBGene00019513","lido-7",82,NA
"WBGene00018218","F40A3.3",82,NA
"WBGene00009772","ztf-7",82,NA
"WBGene00011935","scrm-1",82,NA
"WBGene00002043","hyl-1",82,NA
"WBGene00012712","ttm-1",82,NA
"WBGene00001488","frm-1",82,NA
"WBGene00007047","wts-1",82,NA
"WBGene00003111","mab-20",82,NA
"WBGene00015687","chdp-1",82,NA
"WBGene00022056","ddx-35",82,NA
"WBGene00010564","ath-1",82,NA
"WBGene00009405","F35C11.6",82,NA
"WBGene00021205","Y17G9B.8",82,NA
"WBGene00018386","enri-1",82,NA
"WBGene00004768","sel-11",82,NA
"WBGene00022025","cus-2",82,NA
"WBGene00017169","F01F1.15",82,NA
"WBGene00016509","adss-1",93,NA
"WBGene00006647","tsr-1",93,NA
"WBGene00020742","T23H2.3",93,NA
"WBGene00012369","W09G3.6",93,NA
"WBGene00003905","pad-1",93,NA
"WBGene00016405","hecd-1",93,NA
"WBGene00001946","his-72",93,NA
"WBGene00022174","slc-30A9",93,NA
"WBGene00007054","scpl-1",93,NA
"WBGene00004357","rho-1",93,NA
"WBGene00021305","zig-11",93,NA
"WBGene00004897","snb-1",93,NA
"WBGene00021475","tbca-1",93,NA
"WBGene00012929","rsks-1",93,NA
"WBGene00004765","sel-8",93,NA
"WBGene00021292","copb-1",93,NA
"WBGene00004203","swsn-1",93,NA
"WBGene00019509","K07H8.9",93,NA
"WBGene00021771","spe-48",93,NA
"WBGene00013606","cand-1",93,NA
"WBGene00018925","F56A11.5",93,NA
"WBGene00012386","agef-1",93,NA
"WBGene00004754","sec-23",93,NA
"WBGene00012359","W09D10.1",93,NA
"WBGene00018814","F54D11.4",93,NA
"WBGene00019126","sam-4",93,NA
"WBGene00006945","wars-1",93,NA
"WBGene00020091","rnp-8",93,NA
"WBGene00008920","eef-1G",93,NA
"WBGene00001971","hmg-1.1",93,NA
"WBGene00022029","Y65B4A.6",93,NA
"WBGene00000475","cey-4",93,NA
"WBGene00018786","hmbx-1",93,NA
"WBGene00000542","clp-1",93,NA
"WBGene00009594","cyld-1",93,NA
"WBGene00015313","hpo-32",93,NA
"WBGene00003153","mca-3",93,NA
"WBGene00022748","oaz-1",93,NA
"WBGene00022609","ZC416.2",93,NA
"WBGene00001333","erm-1",93,NA
"WBGene00015404","nstp-4",93,NA
"WBGene00001502","ftt-2",93,NA
"WBGene00019831","R02F2.1",93,NA
"WBGene00021943","Y55F3BR.6",93,NA
"WBGene00022060","dmd-9",93,NA
"WBGene00016574","lido-11",93,NA
"WBGene00004313","rbc-1",114,NA
"WBGene00004682","rsd-3",114,NA
"WBGene00017419","sec-16A.2",114,NA
"WBGene00003040","lin-59",114,NA
"WBGene00001562","lin-66",114,NA
"WBGene00001101","dsh-1",114,NA
"WBGene00019871","R04E5.8",114,NA
"WBGene00013734","Y111B2A.10",114,NA
"WBGene00004751","sea-2",114,NA
"WBGene00009793","pkn-1",114,NA
"WBGene00007030","epc-1",114,NA
"WBGene00001178","egl-9",114,NA
"WBGene00206423","Y41C4A.29",114,NA
"WBGene00011449","T04H1.2",114,NA
"WBGene00010770","K11D2.4",114,NA
"WBGene00018700","lmd-3",114,NA
"WBGene00000480","cgp-1",114,NA
"WBGene00015206","B0495.7",114,NA
"WBGene00018672","sorf-2",114,NA
"WBGene00006504","kcc-1",114,NA
"WBGene00004245","puf-9",114,NA
"WBGene00021534","mvk-1",114,NA
"WBGene00021281","ell-1",114,NA
"WBGene00012356","W09D6.1",114,NA
"WBGene00022101","Y69A2AR.32",114,NA
"WBGene00220137","Y24D9A.13",114,NA
"WBGene00007907","C34B4.2",114,NA
"WBGene00013002","Y48E1B.3",114,NA
"WBGene00014202","mmcm-1",114,NA
"WBGene00013670","hpo-13",114,NA
"WBGene00004032","pkc-1",114,NA
"WBGene00016867","C52B9.4",114,NA
"WBGene00017891","rgl-1",114,NA
"WBGene00016458","C35E7.6",114,NA
"WBGene00003400","dapk-1",114,NA
"WBGene00003822","nsy-1",114,NA
"WBGene00007091","eri-12",114,NA
"WBGene00015580","cls-1",46,"Signaling and trafficking #1"
"WBGene00021939","Y55F3BR.2",46,"Signaling and trafficking #1"
"WBGene00001334","ero-1",46,"Signaling and trafficking #1"
"WBGene00007297","C04F12.1",46,"Signaling and trafficking #1"
"WBGene00007683","C18E9.2",46,"Signaling and trafficking #1"
"WBGene00006369","sym-4",46,"Signaling and trafficking #1"
"WBGene00020770","eat-17",46,"Signaling and trafficking #1"
"WBGene00019490","K07E3.1",46,"Signaling and trafficking #1"
"WBGene00004927","snx-1",46,"Signaling and trafficking #1"
"WBGene00018756","plpp-1.1",46,"Signaling and trafficking #1"
"WBGene00008852","ubql-1",46,"Signaling and trafficking #1"
"WBGene00021387","Y37F4.6",46,"Signaling and trafficking #1"
"WBGene00021912","affl-2",46,"Signaling and trafficking #1"
"WBGene00001329","epn-1",46,"Signaling and trafficking #1"
"WBGene00004382","rnh-1.0",46,"Signaling and trafficking #1"
"WBGene00015547","ain-1",46,"Signaling and trafficking #1"
"WBGene00004089","ppk-3",46,"Signaling and trafficking #1"
"WBGene00001006","dlg-1",46,"Signaling and trafficking #1"
"WBGene00003247","mig-15",46,"Signaling and trafficking #1"
"WBGene00000074","adm-2",46,"Signaling and trafficking #1"
"WBGene00018788","shc-1",46,"Signaling and trafficking #1"
"WBGene00006769","unc-33",46,"Signaling and trafficking #1"
"WBGene00016961","vps-32.1",46,"Signaling and trafficking #1"
"WBGene00019305","snap-29",46,"Signaling and trafficking #1"
"WBGene00007772","egrh-1",46,"Signaling and trafficking #1"
"WBGene00002203","kin-20",46,"Signaling and trafficking #1"
"WBGene00009542","copb-2",46,"Signaling and trafficking #1"
"WBGene00304811","E02D9.3",46,"Signaling and trafficking #1"
"WBGene00021698","frl-1",46,"Signaling and trafficking #1"
"WBGene00009732","cope-1",46,"Signaling and trafficking #1"
"WBGene00022048","fln-1",46,"Signaling and trafficking #1"
"WBGene00007024","plin-1",46,"Signaling and trafficking #1"
"WBGene00002081","ina-1",46,"Signaling and trafficking #1"
"WBGene00009976","swan-2",46,"Signaling and trafficking #1"
"WBGene00009521","F38A1.8",46,"Signaling and trafficking #1"
"WBGene00018764","F53F10.2",46,"Signaling and trafficking #1"
"WBGene00018857","stau-1",46,"Signaling and trafficking #1"
"WBGene00009823","gadr-6",46,"Signaling and trafficking #1"
"WBGene00000914","daf-19",46,"Signaling and trafficking #1"
"WBGene00001558","gdi-1",46,"Signaling and trafficking #1"
"WBGene00017101","E02H9.3",46,"Signaling and trafficking #1"
"WBGene00010828","M02B1.3",46,"Signaling and trafficking #1"
"WBGene00009583","aagr-3",46,"Signaling and trafficking #1"
"WBGene00018193","F39C12.1",46,"Signaling and trafficking #1"
"WBGene00002175","jac-1",46,"Signaling and trafficking #1"
"WBGene00007348","C05G5.2",46,"Signaling and trafficking #1"
"WBGene00004951","spc-1",46,"Signaling and trafficking #1"
"WBGene00020725","cnp-3",46,"Signaling and trafficking #1"
"WBGene00020427","sav-1",46,"Signaling and trafficking #1"
"WBGene00014017","ZK632.10",46,"Signaling and trafficking #1"
"WBGene00004266","rab-1",46,"Signaling and trafficking #1"
"WBGene00003970","pek-1",46,"Signaling and trafficking #1"
"WBGene00006410","nck-1",46,"Signaling and trafficking #1"
"WBGene00019733","M02E1.1",46,"Signaling and trafficking #1"
"WBGene00009534","F38B7.3",46,"Signaling and trafficking #1"
"WBGene00000393","cdf-1",46,"Signaling and trafficking #1"
"WBGene00000414","cec-1",46,"Signaling and trafficking #1"
"WBGene00017258","F08F1.4",46,"Signaling and trafficking #1"
"WBGene00019686","K12H6.6",46,"Signaling and trafficking #1"
"WBGene00015647","C09F5.1",46,"Signaling and trafficking #1"
"WBGene00008951","F19C6.2",46,"Signaling and trafficking #1"
"WBGene00000424","ced-10",46,"Signaling and trafficking #1"
"WBGene00012468","Y17G7B.17",46,"Signaling and trafficking #1"
"WBGene00002220","gcc-1",46,"Signaling and trafficking #1"
"WBGene00019827","mop-25.1",46,"Signaling and trafficking #1"
"WBGene00019584","set-12",46,"Signaling and trafficking #1"
"WBGene00003239","mig-2",46,"Signaling and trafficking #1"
"WBGene00016315","C32D5.7",46,"Signaling and trafficking #1"
"WBGene00003660","nhr-70",46,"Signaling and trafficking #1"
"WBGene00018516","gakh-1",46,"Signaling and trafficking #1"
"WBGene00022306","hxk-3",46,"Signaling and trafficking #1"
"WBGene00002239","ksr-1",46,"Signaling and trafficking #1"
"WBGene00009064","F22G12.4",127,NA
"WBGene00012117","T28B11.1",127,NA
"WBGene00004075","pod-1",127,NA
"WBGene00003830","num-1",127,NA
"WBGene00019726","bris-1",127,NA
"WBGene00021546","laat-1",127,NA
"WBGene00008555","F07C6.4",127,NA
"WBGene00006604","tra-1",127,NA
"WBGene00012471","Y17G7B.20",127,NA
"WBGene00017482","set-9",127,NA
"WBGene00003916","par-1",127,NA
"WBGene00017342","F10D7.5",127,NA
"WBGene00000123","ama-1",127,NA
"WBGene00001746","gsk-3",127,NA
"WBGene00012347","W08G11.3",127,NA
"WBGene00021506","Y41D4A.4",127,NA
"WBGene00004889","smp-1",127,NA
"WBGene00012973","spat-2",127,NA
"WBGene00021857","iffb-1",127,NA
"WBGene00012348","pptr-1",127,NA
"WBGene00013353","Y59A8B.21",127,NA
"WBGene00013075","ints-5",127,NA
"WBGene00013106","set-26",127,NA
"WBGene00017885","dip-2",127,NA
"WBGene00003638","nhr-48",127,NA
"WBGene00011680","T10B10.3",127,NA
"WBGene00015638","C09E7.4",127,NA
"WBGene00021209","hgap-1",127,NA
"WBGene00021854","Y54F10AR.1",127,NA
"WBGene00013355","gck-3",127,NA
"WBGene00001679","gpb-1",127,NA
"WBGene00010572","wdr-5.2",127,NA
"WBGene00000041","aco-2",35,NA
"WBGene00009587","mig-38",35,NA
"WBGene00000459","ceh-38",35,NA
"WBGene00001569","meg-3",35,NA
"WBGene00008878","ppfr-1",35,NA
"WBGene00000900","daf-4",35,NA
"WBGene00000897","daf-1",35,NA
"WBGene00014097","ZK829.9",35,NA
"WBGene00004134","myrf-1",35,NA
"WBGene00022052","Y67D2.2",35,NA
"WBGene00008999","myrf-2",35,NA
"WBGene00004729","sax-3",35,NA
"WBGene00002295","let-19",35,NA
"WBGene00000530","clh-3",35,NA
"WBGene00011444","T04F8.6",35,NA
"WBGene00021629","scpl-3",35,NA
"WBGene00002147","ire-1",35,NA
"WBGene00019953","wapl-1",35,NA
"WBGene00022473","bet-1",35,NA
"WBGene00006727","ubq-1",35,NA
"WBGene00002223","klp-12",35,NA
"WBGene00011071","R06F6.8",35,NA
"WBGene00006941","wnk-1",35,NA
"WBGene00016409","sumv-1",35,NA
"WBGene00021689","Y48G8AL.10",35,NA
"WBGene00016326","ubr-1",35,NA
"WBGene00010806","M01E5.3",35,NA
"WBGene00006431","tag-52",35,NA
"WBGene00008274","pdzd-8",35,NA
"WBGene00009944","mtcu-2",35,NA
"WBGene00000289","cam-1",35,NA
"WBGene00009460","ubr-5",35,NA
"WBGene00000137","amx-1",35,NA
"WBGene00001516","gap-2",35,NA
"WBGene00000962","dhc-1",35,NA
"WBGene00006770","unc-34",35,NA
"WBGene00017263","F08F3.6",35,NA
"WBGene00004051","parg-1",35,NA
"WBGene00001579","gex-2",35,NA
"WBGene00003391","mog-3",35,NA
"WBGene00009245","rict-1",35,NA
"WBGene00018364","dagl-2",35,NA
"WBGene00021351","eif-2alpha",35,NA
"WBGene00004106","pqn-15",35,NA
"WBGene00004747","sdc-3",35,NA
"WBGene00016987","CC8.2",35,NA
"WBGene00017078","D2096.11",35,NA
"WBGene00044061","tbc-12",35,NA
"WBGene00022488","orc-3",35,NA
"WBGene00001086","dpy-27",35,NA
"WBGene00017077","D2096.10",35,NA
"WBGene00020919","set-19",35,NA
"WBGene00021049","W05H9.2",35,NA
"WBGene00015555","ufl-1",35,NA
"WBGene00004884","smg-6",35,NA
"WBGene00019079","rpa-4",35,NA
"WBGene00008119","C46F11.4",35,NA
"WBGene00006483","dgk-4",35,NA
"WBGene00018072","nprl-3",35,NA
"WBGene00018836","F54F2.9",35,NA
"WBGene00016955","perm-5",35,NA
"WBGene00007761","rad-26",35,NA
"WBGene00003636","nhr-46",35,NA
"WBGene00011871","T20G5.9",35,NA
"WBGene00015357","C02F12.8",35,NA
"WBGene00008094","C44H4.4",35,NA
"WBGene00003084","lst-2",35,NA
"WBGene00000222","atf-6",35,NA
"WBGene00007943","C34F6.9",35,NA
"WBGene00010550","K04B12.2",35,NA
"WBGene00023187","Y67D8C.12",35,NA
"WBGene00000250","bir-2",35,NA
"WBGene00019729","M02D8.3",35,NA
"WBGene00021482","Y39H10A.6",35,NA
"WBGene00013425","ceh-91",35,NA
"WBGene00012546","Y37D8A.4",35,NA
"WBGene00006476","rhgf-2",35,NA
"WBGene00021661","mbtr-1",35,NA
"WBGene00010444","magi-1",35,NA
"WBGene00235269","F59E12.15",83,NA
"WBGene00010726","K09E9.3",83,NA
"WBGene00016087","C25A11.2",83,NA
"WBGene00002148","gon-14",83,NA
"WBGene00016485","meg-4",83,NA
"WBGene00003219","mes-1",83,NA
"WBGene00011434","T04D3.5",83,NA
"WBGene00020199","metl-9",83,NA
"WBGene00022502","ZC13.1",83,NA
"WBGene00007846","C31E10.5",83,NA
"WBGene00020920","set-20",83,NA
"WBGene00010555","K04C1.5",83,NA
"WBGene00012512","ekl-5",83,NA
"WBGene00004148","pqn-65",83,NA
"WBGene00007956","trpp-9",83,NA
"WBGene00005008","spr-3",83,NA
"WBGene00003619","nhr-20",83,NA
"WBGene00011820","T18D3.1",83,NA
"WBGene00000460","ceh-39",83,NA
"WBGene00003965","pdk-1",83,NA
"WBGene00011067","vps-11",83,NA
"WBGene00000797","crn-4",83,NA
"WBGene00000090","age-1",83,NA
"WBGene00002029","hst-2",83,NA
"WBGene00001470","baz-2",83,NA
"WBGene00010051","F54D5.5",83,NA
"WBGene00020235","T05A12.4",83,NA
"WBGene00001284","emb-30",83,NA
"WBGene00015972","C18E3.3",83,NA
"WBGene00020092","pcf-11",83,NA
"WBGene00008586","snrp-40.1",83,NA
"WBGene00011615","lsd-1",83,NA
"WBGene00013724","Y106G6H.14",83,NA
"WBGene00018150","epg-4",83,NA
"WBGene00022554","duxl-1",83,NA
"WBGene00000591","coh-1",83,NA
"WBGene00003616","nhr-17",83,NA
"WBGene00000462","ceh-41",83,NA
"WBGene00019987","R09F10.3",83,NA
"WBGene00008924","F17E5.2",83,NA
"WBGene00008805","git-1",83,NA
"WBGene00000980","dhs-17",83,NA
"WBGene00007732","spe-44",83,NA
"WBGene00003107","mab-10",83,NA
"WBGene00007710","rsa-1",83,NA
"WBGene00017316","F09G2.8",83,NA
"WBGene00022788","slc-17.7",83,NA
"WBGene00015589","lido-4",83,NA
"WBGene00271803","C09G5.14",83,NA
"WBGene00001755","gst-7",83,NA
"WBGene00003087","lsy-2",83,NA
"WBGene00003410","mrp-4",122,NA
"WBGene00003231","mex-6",122,NA
"WBGene00006447","tag-72",122,NA
"WBGene00017085","E01A2.2",122,NA
"WBGene00009188","lsy-22",122,NA
"WBGene00001607","gln-6",122,NA
"WBGene00019799","M151.7",122,NA
"WBGene00000894","dab-1",122,NA
"WBGene00018010","F33E11.2",122,NA
"WBGene00012220","W03C9.2",122,NA
"WBGene00006795","unc-61",122,NA
"WBGene00004028","pif-1",122,NA
"WBGene00000444","ceh-21",122,NA
"WBGene00077658","M106.8",122,NA
"WBGene00009065","F22G12.5",122,NA
"WBGene00009584","drap-1",122,NA
"WBGene00018230","mage-1",122,NA
"WBGene00013669","tcab-1",122,NA
"WBGene00001748","gsp-2",122,NA
"WBGene00017070","praf-3",122,NA
"WBGene00004905","snf-6",122,NA
"WBGene00004242","puf-6",122,NA
"WBGene00012241","W04A8.6",122,NA
"WBGene00009290","F31D4.2",122,NA
"WBGene00021004","sftb-2",122,NA
"WBGene00003499","mut-2",122,NA
"WBGene00010631","cash-1",122,NA
"WBGene00004269","rab-6.1",122,NA
"WBGene00000195","arr-1",122,NA
"WBGene00009172","F26F2.7",122,NA
"WBGene00014115","gld-4",122,NA
"WBGene00002992","lin-3",122,NA
"WBGene00012659","Y39A1A.22",122,NA
"WBGene00015850","C16C8.12",122,NA
"WBGene00003043","lip-1",103,NA
"WBGene00000803","csb-1",103,NA
"WBGene00010492","meg-1",103,NA
"WBGene00001708","grk-1",103,NA
"WBGene00003793","npp-7",103,NA
"WBGene00003150","mbk-2",103,NA
"WBGene00012104","sygl-1",103,NA
"WBGene00003048","lit-1",103,NA
"WBGene00000168","apx-1",103,NA
"WBGene00013196","tbc-20",103,NA
"WBGene00001186","egl-18",103,NA
"WBGene00015102","cpg-2",103,NA
"WBGene00001606","gln-5",103,NA
"WBGene00001130","dyn-1",103,NA
"WBGene00000465","cpg-1",103,NA
"WBGene00020948","era-1",103,NA
"WBGene00011259","miz-1",103,NA
"WBGene00000995","die-1",103,NA
"WBGene00007773","C27C12.3",103,NA
"WBGene00011409","T04A8.7",103,NA
"WBGene00006816","unc-84",103,NA
"WBGene00022501","ZC8.6",103,NA
"WBGene00003229","mex-3",103,NA
"WBGene00019938","R07E4.5",103,NA
"WBGene00018735","F53B1.2",103,NA
"WBGene00017986","F32D1.7",103,NA
"WBGene00004893","sms-2",103,NA
"WBGene00011146","pde-2",103,NA
"WBGene00003185","mek-1",103,NA
"WBGene00017782","F25E5.1",103,NA
"WBGene00001148","eat-20",103,NA
"WBGene00015922","C17H11.2",103,NA
"WBGene00009726","tbc-13",103,NA
"WBGene00015507","C06A6.2",103,NA
"WBGene00004111","pqn-21",103,NA
"WBGene00001335","F35A5.8",103,NA
"WBGene00015906","C17E7.13",103,NA
"WBGene00020630","T20F7.1",103,NA
"WBGene00018975","F56E10.1",103,NA
"WBGene00003661","nhr-71",103,NA
"WBGene00017939","F31A3.5",103,NA
"WBGene00017766","peli-1",103,NA
"WBGene00012660","Y39A1A.24",133,NA
"WBGene00012644","rabx-5",133,NA
"WBGene00007499","C09H10.5",133,NA
"WBGene00004804","skn-1",133,NA
"WBGene00015484","atgl-1",133,NA
"WBGene00021456","rfip-2",133,NA
"WBGene00011688","T10C6.6",133,NA
"WBGene00009452","F36A2.2",133,NA
"WBGene00001035","dnj-17",133,NA
"WBGene00003479","mtm-9",133,NA
"WBGene00012203","rga-1",133,NA
"WBGene00011271","flad-1",133,NA
"WBGene00017699","flcn-1",133,NA
"WBGene00002982","lgg-3",133,NA
"WBGene00006375","syp-1",133,NA
"WBGene00008419","wdr-23",133,NA
"WBGene00022371","set-29",133,NA
"WBGene00006387","taf-6.1",133,NA
"WBGene00003898","oxi-1",133,NA
"WBGene00007090","B0001.5",133,NA
"WBGene00013718","pdpr-1",133,NA
"WBGene00017778","nono-1",133,NA
"WBGene00015173","trpp-11",133,NA
"WBGene00015505","C06A5.8",133,NA
"WBGene00003510","mxl-2",133,NA
"WBGene00010304","clpf-1",133,NA
"WBGene00011662","T09F3.2",133,NA
"WBGene00009644","F42G4.7",133,NA
"WBGene00044499","T11F8.5",133,NA
"WBGene00008148","C47E12.3",116,NA
"WBGene00000497","chs-2",116,NA
"WBGene00001815","hmt-1",116,NA
"WBGene00001838","hda-10",116,NA
"WBGene00021419","eri-5",116,NA
"WBGene00019842","R02F11.4",116,NA
"WBGene00000163","apb-3",116,NA
"WBGene00000420","ced-6",116,NA
"WBGene00012735","sptf-3",116,NA
"WBGene00019862","nrde-3",116,NA
"WBGene00020820","algn-1",116,NA
"WBGene00001056","dpf-3",116,NA
